id,nome,preco,taxa
3459,Eletronico 3459,422.17,0.15
3460,Eletronico 3460,2013.89,0.1
3461,Eletronico 3461,1229.88,0.09
3462,Eletronico 3462,703.66,0.09
3463,Eletronico 3463,3620.19,0.12
3464,Eletronico 3464,4009.52,0.07
3465,Eletronico 3465,4196.32,0.19
3466,Eletronico 3466,1004.59,0.08
3467,Eletronico 3467,2380.49,0.1
3468,Eletronico 3468,955.3,0.13
3469,Eletronico 3469,3132.06,0.17
3470,Eletronico 3470,2464.84,0.13
3471,Eletronico 3471,540.46,0.18
3472,Eletronico 3472,1413.6,0.08
3473,Eletronico 3473,2012.15,0.17
3474,Eletronico 3474,1644.36,0.08
3475,Eletronico 3475,617.44,0.2
3476,Eletronico 3476,1666.91,0.15
3477,Eletronico 3477,2408.68,0.09
3478,Eletronico 3478,3914.31,0.1
3479,Eletronico 3479,2628.69,0.05
3480,Eletronico 3480,1052.22,0.06
3481,Eletronico 3481,4078.22,0.17
3482,Eletronico 3482,341.1,0.17
3483,Eletronico 3483,3239.35,0.12
3484,Eletronico 3484,3311.14,0.1
3485,Eletronico 3485,176.94,0.08
3486,Eletronico 3486,4813.55,0.1
3487,Eletronico 3487,4417.71,0.18
3488,Eletronico 3488,2070.05,0.08
3489,Eletronico 3489,957.5,0.11
3490,Eletronico 3490,2448.6,0.17
3491,Eletronico 3491,4677.34,0.07
3492,Eletronico 3492,1189.62,0.15
3493,Eletronico 3493,2959.49,0.09
3494,Eletronico 3494,393.87,0.1
3495,Eletronico 3495,3168.5,0.14
3496,Eletronico 3496,4319.15,0.18
3497,Eletronico 3497,1370.37,0.07
3498,Eletronico 3498,2496.74,0.08
3499,Eletronico 3499,1595.54,0.19
3500,Eletronico 3500,1142.06,0.08
3501,Eletronico 3501,2355.61,0.08
3502,Eletronico 3502,3707.01,0.18
3503,Eletronico 3503,3451.0,0.11
3504,Eletronico 3504,2249.35,0.12
3505,Eletronico 3505,622.93,0.14
3506,Eletronico 3506,4148.69,0.1
3507,Eletronico 3507,365.88,0.09
3508,Eletronico 3508,3574.23,0.1
3509,Eletronico 3509,3555.65,0.14
3510,Eletronico 3510,1339.29,0.09
3511,Eletronico 3511,4860.16,0.14
3512,Eletronico 3512,4396.89,0.08
3513,Eletronico 3513,986.24,0.09
3514,Eletronico 3514,3375.77,0.16
3515,Eletronico 3515,3086.35,0.18
3516,Eletronico 3516,2753.35,0.06
3517,Eletronico 3517,1868.46,0.18
3518,Eletronico 3518,3473.05,0.16
3519,Eletronico 3519,2741.78,0.09
3520,Eletronico 3520,1436.08,0.15
3521,Eletronico 3521,1935.29,0.08
3522,Eletronico 3522,980.82,0.17
3523,Eletronico 3523,1245.93,0.06
3524,Eletronico 3524,3371.49,0.13
3525,Eletronico 3525,2222.96,0.1
3526,Eletronico 3526,342.93,0.1
3527,Eletronico 3527,2139.92,0.18
3528,Eletronico 3528,4410.49,0.09
3529,Eletronico 3529,803.61,0.12
3530,Eletronico 3530,2903.1,0.16
3531,Eletronico 3531,4646.72,0.12
3532,Eletronico 3532,1464.1,0.19
3533,Eletronico 3533,1349.68,0.13
3534,Eletronico 3534,960.13,0.19
3535,Eletronico 3535,2270.31,0.15
3536,Eletronico 3536,3089.07,0.11
3537,Eletronico 3537,882.53,0.08
3538,Eletronico 3538,897.07,0.15
3539,Eletronico 3539,2912.73,0.16
3540,Eletronico 3540,2320.28,0.11
3541,Eletronico 3541,3823.14,0.14
3542,Eletronico 3542,3502.07,0.08
3543,Eletronico 3543,3648.76,0.1
3544,Eletronico 3544,1752.78,0.09
3545,Eletronico 3545,4665.31,0.12
3546,Eletronico 3546,2813.93,0.08
3547,Eletronico 3547,418.49,0.18
3548,Eletronico 3548,4758.91,0.15
3549,Eletronico 3549,3698.34,0.06
3550,Eletronico 3550,1978.58,0.16
3551,Eletronico 3551,2894.82,0.18
3552,Eletronico 3552,149.03,0.07
3553,Eletronico 3553,1108.0,0.13
3554,Eletronico 3554,4779.92,0.18
3555,Eletronico 3555,4726.55,0.08
3556,Eletronico 3556,3492.06,0.15
3557,Eletronico 3557,1685.1,0.15
3558,Eletronico 3558,3695.95,0.15
3559,Eletronico 3559,4067.79,0.12
3560,Eletronico 3560,376.45,0.13
3561,Eletronico 3561,1412.16,0.18
3562,Eletronico 3562,2647.32,0.12
3563,Eletronico 3563,4114.0,0.12
3564,Eletronico 3564,32.32,0.2
3565,Eletronico 3565,1927.18,0.05
3566,Eletronico 3566,3824.96,0.13
3567,Eletronico 3567,3094.41,0.18
3568,Eletronico 3568,2121.02,0.11
3569,Eletronico 3569,1311.12,0.11
3570,Eletronico 3570,3063.11,0.18
3571,Eletronico 3571,1589.6,0.1
3572,Eletronico 3572,1159.3,0.18
3573,Eletronico 3573,1531.95,0.07
3574,Eletronico 3574,223.6,0.12
3575,Eletronico 3575,4865.06,0.09
3576,Eletronico 3576,2698.61,0.06
3577,Eletronico 3577,3167.95,0.16
3578,Eletronico 3578,1015.79,0.16
3579,Eletronico 3579,1872.23,0.1
3580,Eletronico 3580,3787.46,0.17
3581,Eletronico 3581,4305.6,0.06
3582,Eletronico 3582,805.04,0.18
3583,Eletronico 3583,632.98,0.2
3584,Eletronico 3584,4561.95,0.06
3585,Eletronico 3585,2946.84,0.09
3586,Eletronico 3586,1264.64,0.14
3587,Eletronico 3587,1282.43,0.14
3588,Eletronico 3588,1041.12,0.15
3589,Eletronico 3589,1555.76,0.06
3590,Eletronico 3590,2251.85,0.14
3591,Eletronico 3591,1679.02,0.08
3592,Eletronico 3592,3590.44,0.06
3593,Eletronico 3593,3612.72,0.13
3594,Eletronico 3594,4227.57,0.13
3595,Eletronico 3595,4726.89,0.17
3596,Eletronico 3596,4984.21,0.2
3597,Eletronico 3597,2024.81,0.19
3598,Eletronico 3598,1927.56,0.16
3599,Eletronico 3599,764.36,0.1
3600,Eletronico 3600,4210.48,0.15
3601,Eletronico 3601,2408.19,0.19
3602,Eletronico 3602,2845.98,0.11
3603,Eletronico 3603,2302.0,0.06
3604,Eletronico 3604,2718.23,0.11
3605,Eletronico 3605,1143.85,0.11
3606,Eletronico 3606,238.68,0.06
3607,Eletronico 3607,4788.94,0.19
3608,Eletronico 3608,1926.48,0.14
3609,Eletronico 3609,3714.42,0.13
3610,Eletronico 3610,1578.77,0.19
3611,Eletronico 3611,934.13,0.09
3612,Eletronico 3612,674.15,0.1
3613,Eletronico 3613,2039.31,0.19
3614,Eletronico 3614,4443.66,0.11
3615,Eletronico 3615,2503.67,0.19
3616,Eletronico 3616,1892.91,0.07
3617,Eletronico 3617,3715.89,0.07
3618,Eletronico 3618,1993.68,0.1
3619,Eletronico 3619,2457.81,0.06
3620,Eletronico 3620,2938.1,0.15
3621,Eletronico 3621,2286.57,0.12
3622,Eletronico 3622,4205.52,0.09
3623,Eletronico 3623,4474.69,0.17
3624,Eletronico 3624,4834.32,0.11
3625,Eletronico 3625,4157.05,0.17
3626,Eletronico 3626,3608.78,0.12
3627,Eletronico 3627,766.01,0.08
3628,Eletronico 3628,4447.71,0.1
3629,Eletronico 3629,1777.65,0.09
3630,Eletronico 3630,3772.83,0.13
3631,Eletronico 3631,1875.31,0.12
3632,Eletronico 3632,597.86,0.12
3633,Eletronico 3633,2301.76,0.17
3634,Eletronico 3634,4794.98,0.1
3635,Eletronico 3635,4799.18,0.11
3636,Eletronico 3636,256.28,0.13
3637,Eletronico 3637,3003.65,0.12
3638,Eletronico 3638,683.22,0.19
3639,Eletronico 3639,2780.78,0.06
3640,Eletronico 3640,1686.39,0.18
3641,Eletronico 3641,124.53,0.19
3642,Eletronico 3642,1022.33,0.12
3643,Eletronico 3643,1044.06,0.17
3644,Eletronico 3644,1418.05,0.14
3645,Eletronico 3645,2793.1,0.1
3646,Eletronico 3646,2913.86,0.06
3647,Eletronico 3647,2339.52,0.06
3648,Eletronico 3648,3814.68,0.11
3649,Eletronico 3649,3373.61,0.18
3650,Eletronico 3650,3037.01,0.07
3651,Eletronico 3651,1911.23,0.16
3652,Eletronico 3652,2211.51,0.16
3653,Eletronico 3653,2008.66,0.11
3654,Eletronico 3654,1106.82,0.14
3655,Eletronico 3655,1290.98,0.14
3656,Eletronico 3656,3566.73,0.08
3657,Eletronico 3657,202.76,0.09
3658,Eletronico 3658,1092.68,0.05
3659,Eletronico 3659,2166.94,0.08
3660,Eletronico 3660,4125.19,0.14
3661,Eletronico 3661,2822.21,0.19
3662,Eletronico 3662,2106.35,0.13
3663,Eletronico 3663,3370.18,0.07
3664,Eletronico 3664,660.06,0.07
3665,Eletronico 3665,3673.13,0.18
3666,Eletronico 3666,658.51,0.05
3667,Eletronico 3667,3516.62,0.05
3668,Eletronico 3668,3367.02,0.13
3669,Eletronico 3669,3281.35,0.15
3670,Eletronico 3670,635.1,0.19
3671,Eletronico 3671,911.19,0.09
3672,Eletronico 3672,2573.71,0.12
3673,Eletronico 3673,1163.73,0.15
3674,Eletronico 3674,3718.77,0.17
3675,Eletronico 3675,642.61,0.12
3676,Eletronico 3676,2695.65,0.1
3677,Eletronico 3677,391.82,0.08
3678,Eletronico 3678,2220.26,0.1
3679,Eletronico 3679,3329.06,0.09
3680,Eletronico 3680,2159.31,0.19
3681,Eletronico 3681,2062.84,0.09
3682,Eletronico 3682,1382.29,0.17
3683,Eletronico 3683,3182.2,0.19
3684,Eletronico 3684,1724.38,0.06
3685,Eletronico 3685,542.57,0.18
3686,Eletronico 3686,2830.43,0.12
3687,Eletronico 3687,1919.47,0.06
3688,Eletronico 3688,1278.16,0.08
3689,Eletronico 3689,161.85,0.07
3690,Eletronico 3690,358.99,0.19
3691,Eletronico 3691,737.11,0.06
3692,Eletronico 3692,4356.17,0.08
3693,Eletronico 3693,4703.22,0.07
3694,Eletronico 3694,1481.6,0.05
3695,Eletronico 3695,1705.11,0.13
3696,Eletronico 3696,1579.28,0.11
3697,Eletronico 3697,4224.92,0.18
3698,Eletronico 3698,2593.37,0.12
3699,Eletronico 3699,2163.71,0.18
3700,Eletronico 3700,2180.96,0.07
3701,Eletronico 3701,4540.14,0.1
3702,Eletronico 3702,3617.36,0.07
3703,Eletronico 3703,3170.5,0.13
3704,Eletronico 3704,963.94,0.1
3705,Eletronico 3705,12.15,0.1
3706,Eletronico 3706,4175.7,0.16
3707,Eletronico 3707,626.45,0.17
3708,Eletronico 3708,3682.74,0.07
3709,Eletronico 3709,4409.0,0.06
3710,Eletronico 3710,2240.9,0.1
3711,Eletronico 3711,373.11,0.13
3712,Eletronico 3712,3267.71,0.14
3713,Eletronico 3713,3815.82,0.08
3714,Eletronico 3714,3634.34,0.09
3715,Eletronico 3715,2791.46,0.11
3716,Eletronico 3716,1845.7,0.11
3717,Eletronico 3717,4944.76,0.11
3718,Eletronico 3718,4749.12,0.1
3719,Eletronico 3719,2818.85,0.13
3720,Eletronico 3720,3326.72,0.13
3721,Eletronico 3721,2931.39,0.17
3722,Eletronico 3722,4070.11,0.14
3723,Eletronico 3723,3197.01,0.16
3724,Eletronico 3724,680.08,0.16
3725,Eletronico 3725,4855.41,0.19
3726,Eletronico 3726,1619.74,0.15
3727,Eletronico 3727,553.94,0.07
3728,Eletronico 3728,569.61,0.1
3729,Eletronico 3729,3969.28,0.18
3730,Eletronico 3730,4851.82,0.08
3731,Eletronico 3731,3575.36,0.07
3732,Eletronico 3732,1080.22,0.2
3733,Eletronico 3733,4055.81,0.1
3734,Eletronico 3734,3352.82,0.12
3735,Eletronico 3735,2395.48,0.12
3736,Eletronico 3736,1887.07,0.18
3737,Eletronico 3737,4878.44,0.06
3738,Eletronico 3738,3546.41,0.16
3739,Eletronico 3739,3769.5,0.06
3740,Eletronico 3740,865.66,0.07
3741,Eletronico 3741,1815.85,0.07
3742,Eletronico 3742,4125.87,0.18
3743,Eletronico 3743,506.24,0.1
3744,Eletronico 3744,1365.78,0.17
3745,Eletronico 3745,3775.13,0.14
3746,Eletronico 3746,2037.76,0.13
3747,Eletronico 3747,4727.85,0.19
3748,Eletronico 3748,4324.34,0.07
3749,Eletronico 3749,4113.47,0.1
3750,Eletronico 3750,3529.57,0.18
3751,Eletronico 3751,1232.56,0.15
3752,Eletronico 3752,3786.86,0.19
3753,Eletronico 3753,3553.7,0.07
3754,Eletronico 3754,4731.15,0.12
3755,Eletronico 3755,1756.0,0.13
3756,Eletronico 3756,3380.35,0.05
3757,Eletronico 3757,2751.83,0.1
3758,Eletronico 3758,3454.29,0.18
3759,Eletronico 3759,4860.8,0.1
3760,Eletronico 3760,833.93,0.15
3761,Eletronico 3761,2516.6,0.13
3762,Eletronico 3762,4276.35,0.18
3763,Eletronico 3763,2097.07,0.14
3764,Eletronico 3764,2609.64,0.12
3765,Eletronico 3765,3445.6,0.12
3766,Eletronico 3766,4232.81,0.05
3767,Eletronico 3767,946.77,0.11
3768,Eletronico 3768,3712.68,0.19
3769,Eletronico 3769,4589.92,0.18
3770,Eletronico 3770,4933.48,0.18
3771,Eletronico 3771,2299.69,0.19
3772,Eletronico 3772,1211.17,0.12
3773,Eletronico 3773,272.33,0.06
3774,Eletronico 3774,3842.84,0.13
3775,Eletronico 3775,1397.96,0.15
3776,Eletronico 3776,3671.79,0.17
3777,Eletronico 3777,631.97,0.14
3778,Eletronico 3778,767.16,0.12
3779,Eletronico 3779,3080.22,0.12
3780,Eletronico 3780,3046.0,0.14
3781,Eletronico 3781,1265.85,0.18
3782,Eletronico 3782,3910.05,0.19
3783,Eletronico 3783,1804.96,0.07
3784,Eletronico 3784,3273.65,0.07
3785,Eletronico 3785,3284.87,0.08
3786,Eletronico 3786,4542.62,0.14
3787,Eletronico 3787,1801.07,0.15
3788,Eletronico 3788,1871.75,0.17
3789,Eletronico 3789,777.7,0.07
3790,Eletronico 3790,2479.64,0.17
3791,Eletronico 3791,1398.6,0.08
3792,Eletronico 3792,1967.16,0.07
3793,Eletronico 3793,443.52,0.15
3794,Eletronico 3794,3489.28,0.14
3795,Eletronico 3795,4076.45,0.2
3796,Eletronico 3796,3783.58,0.17
3797,Eletronico 3797,4420.08,0.19
3798,Eletronico 3798,3015.54,0.17
3799,Eletronico 3799,2681.85,0.13
3800,Eletronico 3800,1244.1,0.19
3801,Eletronico 3801,1070.88,0.2
3802,Eletronico 3802,2496.26,0.07
3803,Eletronico 3803,4678.85,0.05
3804,Eletronico 3804,1099.42,0.2
3805,Eletronico 3805,3847.46,0.1
3806,Eletronico 3806,3397.36,0.06
3807,Eletronico 3807,2320.51,0.17
3808,Eletronico 3808,1735.84,0.1
3809,Eletronico 3809,2621.51,0.08
3810,Eletronico 3810,2199.66,0.12
3811,Eletronico 3811,413.44,0.18
3812,Eletronico 3812,1362.42,0.17
3813,Eletronico 3813,4793.85,0.16
3814,Eletronico 3814,4894.78,0.07
3815,Eletronico 3815,3643.65,0.08
3816,Eletronico 3816,1334.38,0.18
3817,Eletronico 3817,2618.35,0.17
3818,Eletronico 3818,4078.37,0.1
3819,Eletronico 3819,816.47,0.16
3820,Eletronico 3820,2441.35,0.16
3821,Eletronico 3821,2440.43,0.07
3822,Eletronico 3822,2293.33,0.14
3823,Eletronico 3823,2512.92,0.05
3824,Eletronico 3824,2600.36,0.18
3825,Eletronico 3825,4440.94,0.18
3826,Eletronico 3826,523.91,0.09
3827,Eletronico 3827,3873.68,0.14
3828,Eletronico 3828,3713.57,0.16
3829,Eletronico 3829,4588.7,0.09
3830,Eletronico 3830,4011.27,0.06
3831,Eletronico 3831,1234.52,0.14
3832,Eletronico 3832,1175.17,0.11
3833,Eletronico 3833,3009.14,0.1
3834,Eletronico 3834,686.79,0.07
3835,Eletronico 3835,3633.36,0.05
3836,Eletronico 3836,2820.02,0.06
3837,Eletronico 3837,1712.67,0.08
3838,Eletronico 3838,1594.71,0.13
3839,Eletronico 3839,4349.16,0.13
3840,Eletronico 3840,3610.86,0.08
3841,Eletronico 3841,746.2,0.1
3842,Eletronico 3842,4929.32,0.14
3843,Eletronico 3843,1438.94,0.17
3844,Eletronico 3844,1707.02,0.12
3845,Eletronico 3845,1475.5,0.13
3846,Eletronico 3846,1595.73,0.2
3847,Eletronico 3847,4782.48,0.09
3848,Eletronico 3848,1872.98,0.09
3849,Eletronico 3849,3156.59,0.18
3850,Eletronico 3850,1346.18,0.16
3851,Eletronico 3851,1854.02,0.07
3852,Eletronico 3852,4448.35,0.07
3853,Eletronico 3853,2366.56,0.19
3854,Eletronico 3854,1107.73,0.12
3855,Eletronico 3855,1478.61,0.1
3856,Eletronico 3856,1665.44,0.17
3857,Eletronico 3857,863.98,0.08
3858,Eletronico 3858,1044.94,0.08
3859,Eletronico 3859,203.75,0.2
3860,Eletronico 3860,70.11,0.06
3861,Eletronico 3861,1156.14,0.11
3862,Eletronico 3862,3632.31,0.06
3863,Eletronico 3863,1255.78,0.08
3864,Eletronico 3864,841.28,0.16
3865,Eletronico 3865,1678.44,0.06
3866,Eletronico 3866,715.73,0.17
3867,Eletronico 3867,4623.2,0.16
3868,Eletronico 3868,2228.84,0.12
3869,Eletronico 3869,4161.98,0.13
3870,Eletronico 3870,2387.13,0.08
3871,Eletronico 3871,2048.89,0.13
3872,Eletronico 3872,4695.68,0.15
3873,Eletronico 3873,330.69,0.17
3874,Eletronico 3874,268.43,0.16
3875,Eletronico 3875,2254.33,0.15
3876,Eletronico 3876,1728.1,0.19
3877,Eletronico 3877,4946.93,0.1
3878,Eletronico 3878,4846.85,0.12
3879,Eletronico 3879,1830.46,0.09
3880,Eletronico 3880,1778.5,0.13
3881,Eletronico 3881,4279.39,0.1
3882,Eletronico 3882,4243.47,0.11
3883,Eletronico 3883,4852.66,0.16
3884,Eletronico 3884,17.63,0.14
3885,Eletronico 3885,2018.87,0.07
3886,Eletronico 3886,3338.13,0.11
3887,Eletronico 3887,3061.71,0.12
3888,Eletronico 3888,2009.98,0.06
3889,Eletronico 3889,2556.53,0.19
3890,Eletronico 3890,870.85,0.06
3891,Eletronico 3891,3642.77,0.08
3892,Eletronico 3892,2196.18,0.1
3893,Eletronico 3893,1623.43,0.15
3894,Eletronico 3894,815.95,0.17
3895,Eletronico 3895,1067.06,0.06
3896,Eletronico 3896,449.84,0.05
3897,Eletronico 3897,4234.3,0.07
3898,Eletronico 3898,1989.21,0.09
3899,Eletronico 3899,2221.85,0.19
3900,Eletronico 3900,1930.87,0.13
3901,Eletronico 3901,4154.19,0.09
3902,Eletronico 3902,4648.06,0.12
3903,Eletronico 3903,1857.67,0.07
3904,Eletronico 3904,4225.94,0.12
3905,Eletronico 3905,143.02,0.11
3906,Eletronico 3906,155.55,0.17
3907,Eletronico 3907,2586.58,0.1
3908,Eletronico 3908,2952.92,0.11
3909,Eletronico 3909,429.9,0.16
3910,Eletronico 3910,2790.87,0.07
3911,Eletronico 3911,1718.35,0.16
3912,Eletronico 3912,4429.33,0.08
3913,Eletronico 3913,2655.66,0.07
3914,Eletronico 3914,4140.7,0.18
3915,Eletronico 3915,4974.13,0.07
3916,Eletronico 3916,10.1,0.15
3917,Eletronico 3917,709.17,0.1
3918,Eletronico 3918,3389.56,0.08
3919,Eletronico 3919,2440.72,0.09
3920,Eletronico 3920,3447.9,0.19
3921,Eletronico 3921,4292.76,0.18
3922,Eletronico 3922,650.41,0.14
3923,Eletronico 3923,750.45,0.12
3924,Eletronico 3924,4826.19,0.11
3925,Eletronico 3925,4697.84,0.09
3926,Eletronico 3926,2708.68,0.08
3927,Eletronico 3927,3792.18,0.05
3928,Eletronico 3928,671.66,0.08
3929,Eletronico 3929,3897.01,0.11
3930,Eletronico 3930,2032.8,0.15
3931,Eletronico 3931,4453.82,0.16
3932,Eletronico 3932,4233.85,0.12
3933,Eletronico 3933,3977.33,0.08
3934,Eletronico 3934,1875.73,0.2
3935,Eletronico 3935,4816.66,0.08
3936,Eletronico 3936,4256.54,0.14
3937,Eletronico 3937,2989.29,0.12
3938,Eletronico 3938,2145.1,0.13
3939,Eletronico 3939,361.62,0.1
3940,Eletronico 3940,2155.07,0.12
3941,Eletronico 3941,1582.33,0.15
3942,Eletronico 3942,1379.17,0.1
3943,Eletronico 3943,3356.72,0.06
3944,Eletronico 3944,3692.58,0.06
3945,Eletronico 3945,644.46,0.14
3946,Eletronico 3946,2123.63,0.13
3947,Eletronico 3947,3046.86,0.13
3948,Eletronico 3948,1471.25,0.16
3949,Eletronico 3949,1704.47,0.05
3950,Eletronico 3950,157.06,0.15
3951,Eletronico 3951,3061.86,0.14
3952,Eletronico 3952,4429.49,0.15
3953,Eletronico 3953,4420.0,0.06
3954,Eletronico 3954,832.64,0.13
3955,Eletronico 3955,1732.56,0.17
3956,Eletronico 3956,3186.2,0.16
3957,Eletronico 3957,4845.81,0.19
3958,Eletronico 3958,4824.37,0.16
3959,Eletronico 3959,2565.01,0.11
3960,Eletronico 3960,1113.35,0.1
3961,Eletronico 3961,393.21,0.13
3962,Eletronico 3962,4508.12,0.08
3963,Eletronico 3963,4134.31,0.1
3964,Eletronico 3964,3799.7,0.2
3965,Eletronico 3965,3688.74,0.09
3966,Eletronico 3966,2800.02,0.08
3967,Eletronico 3967,3347.49,0.18
3968,Eletronico 3968,12.95,0.15
3969,Eletronico 3969,1755.36,0.19
3970,Eletronico 3970,1031.01,0.14
3971,Eletronico 3971,4217.02,0.18
3972,Eletronico 3972,1902.86,0.13
3973,Eletronico 3973,1726.59,0.11
3974,Eletronico 3974,1258.23,0.18
3975,Eletronico 3975,4698.42,0.18
3976,Eletronico 3976,3561.63,0.14
3977,Eletronico 3977,3697.96,0.13
3978,Eletronico 3978,4337.33,0.11
3979,Eletronico 3979,3608.78,0.09
3980,Eletronico 3980,73.41,0.09
3981,Eletronico 3981,4786.85,0.12
3982,Eletronico 3982,2067.31,0.05
3983,Eletronico 3983,500.3,0.15
3984,Eletronico 3984,2846.76,0.2
3985,Eletronico 3985,4565.35,0.06
3986,Eletronico 3986,3420.9,0.16
3987,Eletronico 3987,2389.71,0.2
3988,Eletronico 3988,1576.38,0.1
3989,Eletronico 3989,3970.9,0.07
3990,Eletronico 3990,3681.96,0.08
3991,Eletronico 3991,66.87,0.19
3992,Eletronico 3992,3811.7,0.17
3993,Eletronico 3993,4673.36,0.17
3994,Eletronico 3994,3890.77,0.16
3995,Eletronico 3995,1821.3,0.16
3996,Eletronico 3996,341.39,0.1
3997,Eletronico 3997,4742.39,0.09
3998,Eletronico 3998,4302.05,0.19
3999,Eletronico 3999,793.23,0.15
4000,Eletronico 4000,847.95,0.13
4001,Eletronico 4001,4689.99,0.09
4002,Eletronico 4002,1664.07,0.18
4003,Eletronico 4003,4104.92,0.09
4004,Eletronico 4004,2388.43,0.19
4005,Eletronico 4005,2980.74,0.1
4006,Eletronico 4006,4067.32,0.05
4007,Eletronico 4007,3616.58,0.11
4008,Eletronico 4008,914.82,0.07
4009,Eletronico 4009,3464.63,0.13
4010,Eletronico 4010,1184.46,0.08
4011,Eletronico 4011,3500.96,0.19
4012,Eletronico 4012,1915.06,0.06
4013,Eletronico 4013,1689.24,0.08
4014,Eletronico 4014,3415.85,0.15
4015,Eletronico 4015,1225.69,0.18
4016,Eletronico 4016,612.52,0.18
4017,Eletronico 4017,3811.37,0.19
4018,Eletronico 4018,1825.92,0.06
4019,Eletronico 4019,2746.29,0.19
4020,Eletronico 4020,3569.24,0.15
4021,Eletronico 4021,3415.21,0.05
4022,Eletronico 4022,3935.07,0.11
4023,Eletronico 4023,2020.71,0.17
4024,Eletronico 4024,277.42,0.1
4025,Eletronico 4025,1293.66,0.17
4026,Eletronico 4026,4553.27,0.16
4027,Eletronico 4027,4249.54,0.09
4028,Eletronico 4028,2358.59,0.12
4029,Eletronico 4029,4485.32,0.06
4030,Eletronico 4030,3310.45,0.14
4031,Eletronico 4031,279.16,0.14
4032,Eletronico 4032,4326.48,0.05
4033,Eletronico 4033,4988.14,0.15
4034,Eletronico 4034,4139.69,0.08
4035,Eletronico 4035,2845.96,0.2
4036,Eletronico 4036,3718.9,0.17
4037,Eletronico 4037,4901.15,0.11
4038,Eletronico 4038,634.1,0.07
4039,Eletronico 4039,4568.19,0.16
4040,Eletronico 4040,1574.92,0.11
4041,Eletronico 4041,1176.71,0.07
4042,Eletronico 4042,2856.22,0.17
4043,Eletronico 4043,4595.22,0.12
4044,Eletronico 4044,4897.28,0.16
4045,Eletronico 4045,4620.4,0.14
4046,Eletronico 4046,442.44,0.17
4047,Eletronico 4047,1031.25,0.06
4048,Eletronico 4048,1194.67,0.06
4049,Eletronico 4049,3184.15,0.11
4050,Eletronico 4050,788.16,0.07
4051,Eletronico 4051,1987.32,0.18
4052,Eletronico 4052,940.25,0.09
4053,Eletronico 4053,4043.59,0.14
4054,Eletronico 4054,1960.2,0.07
4055,Eletronico 4055,4637.59,0.1
4056,Eletronico 4056,4416.73,0.13
4057,Eletronico 4057,3189.89,0.07
4058,Eletronico 4058,2240.07,0.05
4059,Eletronico 4059,319.28,0.16
4060,Eletronico 4060,4372.98,0.14
4061,Eletronico 4061,1806.86,0.09
4062,Eletronico 4062,1389.88,0.11
4063,Eletronico 4063,3775.02,0.12
4064,Eletronico 4064,3515.7,0.17
4065,Eletronico 4065,583.45,0.12
4066,Eletronico 4066,3482.13,0.11
4067,Eletronico 4067,748.37,0.07
4068,Eletronico 4068,4650.72,0.18
4069,Eletronico 4069,1135.14,0.09
4070,Eletronico 4070,138.12,0.13
4071,Eletronico 4071,3683.16,0.16
4072,Eletronico 4072,93.38,0.14
4073,Eletronico 4073,3128.32,0.11
4074,Eletronico 4074,2046.03,0.12
4075,Eletronico 4075,2948.8,0.16
4076,Eletronico 4076,1134.67,0.15
4077,Eletronico 4077,4541.23,0.16
4078,Eletronico 4078,1478.01,0.12
4079,Eletronico 4079,4755.64,0.18
4080,Eletronico 4080,4591.58,0.16
4081,Eletronico 4081,3585.58,0.06
4082,Eletronico 4082,3899.42,0.11
4083,Eletronico 4083,3014.44,0.16
4084,Eletronico 4084,758.92,0.09
4085,Eletronico 4085,2256.5,0.14
4086,Eletronico 4086,1457.73,0.1
4087,Eletronico 4087,728.34,0.1
4088,Eletronico 4088,3411.85,0.08
4089,Eletronico 4089,599.74,0.15
4090,Eletronico 4090,238.67,0.09
4091,Eletronico 4091,1665.56,0.19
4092,Eletronico 4092,3742.61,0.11
4093,Eletronico 4093,2296.04,0.16
4094,Eletronico 4094,1690.01,0.13
4095,Eletronico 4095,2709.8,0.09
4096,Eletronico 4096,2869.32,0.12
4097,Eletronico 4097,3770.06,0.2
4098,Eletronico 4098,1908.99,0.11
4099,Eletronico 4099,3746.86,0.1
4100,Eletronico 4100,2392.83,0.13
4101,Eletronico 4101,1191.88,0.14
4102,Eletronico 4102,3396.29,0.17
4103,Eletronico 4103,594.57,0.09
4104,Eletronico 4104,1310.08,0.1
4105,Eletronico 4105,2079.67,0.17
4106,Eletronico 4106,1966.63,0.16
4107,Eletronico 4107,1428.44,0.2
4108,Eletronico 4108,1697.43,0.14
4109,Eletronico 4109,4355.11,0.13
4110,Eletronico 4110,3126.95,0.05
4111,Eletronico 4111,101.67,0.14
4112,Eletronico 4112,4345.44,0.08
4113,Eletronico 4113,4409.5,0.08
4114,Eletronico 4114,1361.05,0.16
4115,Eletronico 4115,3584.52,0.18
4116,Eletronico 4116,2352.96,0.09
4117,Eletronico 4117,3026.7,0.18
4118,Eletronico 4118,3791.43,0.13
4119,Eletronico 4119,2104.32,0.11
4120,Eletronico 4120,761.21,0.17
4121,Eletronico 4121,787.24,0.12
4122,Eletronico 4122,1702.87,0.14
4123,Eletronico 4123,3787.34,0.17
4124,Eletronico 4124,558.98,0.14
4125,Eletronico 4125,1209.66,0.08
4126,Eletronico 4126,1335.76,0.05
4127,Eletronico 4127,4979.14,0.05
4128,Eletronico 4128,1455.44,0.18
4129,Eletronico 4129,3253.67,0.18
