id,descricao,tamanho,preco
3948,Roupa 3948,GG,3014.29
3949,Roupa 3949,PP,2324.76
3950,Roupa 3950,G,4408.91
3951,Roupa 3951,G,2472.45
3952,Roupa 3952,M,2203.82
3953,Roupa 3953,GG,4982.02
3954,Roupa 3954,G,4129.01
3955,Roupa 3955,M,2536.58
3956,Roupa 3956,P,3484.85
3957,Roupa 3957,P,776.13
3958,Roupa 3958,M,1440.04
3959,Roupa 3959,M,3709.37
3960,Roupa 3960,M,970.44
3961,Roupa 3961,M,566.52
3962,Roupa 3962,G,2726.47
3963,Roupa 3963,GG,173.46
3964,Roupa 3964,M,2893.39
3965,Roupa 3965,GG,4987.61
3966,Roupa 3966,PP,1570.73
3967,Roupa 3967,PP,1069.42
3968,Roupa 3968,G,3850.84
3969,Roupa 3969,G,117.13
3970,Roupa 3970,PP,166.2
3971,Roupa 3971,M,3845.62
3972,Roupa 3972,M,627.39
3973,Roupa 3973,GG,1190.86
3974,Roupa 3974,PP,1184.84
3975,Roupa 3975,P,2955.36
3976,Roupa 3976,P,797.33
3977,Roupa 3977,M,148.45
3978,Roupa 3978,PP,4645.88
3979,Roupa 3979,G,2288.48
3980,Roupa 3980,M,2736.46
3981,Roupa 3981,M,3563.23
3982,Roupa 3982,P,4731.02
3983,Roupa 3983,P,4577.61
3984,Roupa 3984,GG,1155.05
3985,Roupa 3985,P,1567.38
3986,Roupa 3986,M,810.45
3987,Roupa 3987,G,780.89
3988,Roupa 3988,GG,2392.33
3989,Roupa 3989,PP,3683.92
3990,Roupa 3990,G,131.39
3991,Roupa 3991,G,3088.53
3992,Roupa 3992,GG,2967.94
3993,Roupa 3993,GG,3238.3
3994,Roupa 3994,M,4468.49
3995,Roupa 3995,PP,2346.14
3996,Roupa 3996,G,3885.33
3997,Roupa 3997,P,3751.67
3998,Roupa 3998,P,3966.89
3999,Roupa 3999,M,930.66
4000,Roupa 4000,P,1342.3
4001,Roupa 4001,M,2301.54
4002,Roupa 4002,G,1924.05
4003,Roupa 4003,GG,1233.38
4004,Roupa 4004,M,2991.74
4005,Roupa 4005,PP,3489.3
4006,Roupa 4006,G,1386.02
4007,Roupa 4007,M,551.68
4008,Roupa 4008,M,3237.47
4009,Roupa 4009,P,1420.52
4010,Roupa 4010,P,4763.92
4011,Roupa 4011,G,890.87
4012,Roupa 4012,PP,2282.48
4013,Roupa 4013,P,2661.39
4014,Roupa 4014,P,3092.82
4015,Roupa 4015,GG,755.86
4016,Roupa 4016,M,1114.2
4017,Roupa 4017,PP,3219.71
4018,Roupa 4018,PP,3557.09
4019,Roupa 4019,PP,1946.89
4020,Roupa 4020,PP,755.78
4021,Roupa 4021,G,3042.66
4022,Roupa 4022,P,1769.08
4023,Roupa 4023,PP,2635.23
4024,Roupa 4024,GG,619.61
4025,Roupa 4025,P,3611.13
4026,Roupa 4026,GG,2923.08
4027,Roupa 4027,G,370.03
4028,Roupa 4028,M,2837.6
4029,Roupa 4029,G,4781.69
4030,Roupa 4030,GG,4613.87
4031,Roupa 4031,M,4728.28
4032,Roupa 4032,PP,4233.61
4033,Roupa 4033,M,639.6
4034,Roupa 4034,M,940.14
4035,Roupa 4035,GG,1521.1
4036,Roupa 4036,M,1147.11
4037,Roupa 4037,G,4172.88
4038,Roupa 4038,M,2102.55
4039,Roupa 4039,G,1328.84
4040,Roupa 4040,P,4754.25
4041,Roupa 4041,G,2096.47
4042,Roupa 4042,G,4910.69
4043,Roupa 4043,GG,4981.84
4044,Roupa 4044,G,845.96
4045,Roupa 4045,M,4184.48
4046,Roupa 4046,P,811.55
4047,Roupa 4047,M,1588.1
4048,Roupa 4048,M,1163.73
4049,Roupa 4049,M,3519.97
4050,Roupa 4050,P,3266.8
4051,Roupa 4051,G,4838.89
4052,Roupa 4052,PP,4010.62
4053,Roupa 4053,P,1723.73
4054,Roupa 4054,GG,1342.11
4055,Roupa 4055,G,2927.3
4056,Roupa 4056,G,2075.08
4057,Roupa 4057,G,848.09
4058,Roupa 4058,G,4324.71
4059,Roupa 4059,GG,3555.43
4060,Roupa 4060,P,2214.58
4061,Roupa 4061,GG,841.05
4062,Roupa 4062,G,4979.63
4063,Roupa 4063,PP,2636.84
4064,Roupa 4064,M,2864.19
4065,Roupa 4065,GG,2344.98
4066,Roupa 4066,G,3076.4
4067,Roupa 4067,PP,2624.7
4068,Roupa 4068,PP,4558.86
4069,Roupa 4069,GG,4602.44
4070,Roupa 4070,M,3076.46
4071,Roupa 4071,P,4932.7
4072,Roupa 4072,M,4035.4
4073,Roupa 4073,G,349.8
4074,Roupa 4074,M,3229.11
4075,Roupa 4075,M,2204.35
4076,Roupa 4076,P,4607.56
4077,Roupa 4077,P,3790.86
4078,Roupa 4078,P,4348.13
4079,Roupa 4079,GG,1401.98
4080,Roupa 4080,P,4111.08
4081,Roupa 4081,M,556.67
4082,Roupa 4082,P,3614.08
4083,Roupa 4083,M,417.46
4084,Roupa 4084,M,2809.55
4085,Roupa 4085,PP,4937.98
4086,Roupa 4086,M,4530.66
4087,Roupa 4087,M,1875.24
4088,Roupa 4088,P,3339.85
4089,Roupa 4089,P,4168.8
4090,Roupa 4090,P,1862.63
4091,Roupa 4091,P,3960.05
4092,Roupa 4092,P,3756.7
4093,Roupa 4093,G,4373.62
4094,Roupa 4094,PP,4405.55
4095,Roupa 4095,G,1693.59
4096,Roupa 4096,P,2973.86
4097,Roupa 4097,P,967.12
4098,Roupa 4098,GG,1274.65
4099,Roupa 4099,PP,4842.88
4100,Roupa 4100,GG,1316.21
4101,Roupa 4101,GG,298.2
4102,Roupa 4102,P,557.85
4103,Roupa 4103,P,2570.46
4104,Roupa 4104,P,3944.73
4105,Roupa 4105,M,602.75
4106,Roupa 4106,G,4034.33
4107,Roupa 4107,M,1787.92
4108,Roupa 4108,G,3740.09
4109,Roupa 4109,PP,133.7
4110,Roupa 4110,PP,3408.48
4111,Roupa 4111,GG,1538.43
4112,Roupa 4112,M,2660.9
4113,Roupa 4113,P,3891.46
4114,Roupa 4114,G,1367.51
4115,Roupa 4115,P,2005.56
4116,Roupa 4116,PP,4526.22
4117,Roupa 4117,M,1057.37
4118,Roupa 4118,M,738.95
4119,Roupa 4119,GG,3873.79
4120,Roupa 4120,GG,3552.87
4121,Roupa 4121,GG,1506.56
4122,Roupa 4122,M,711.49
4123,Roupa 4123,P,167.73
4124,Roupa 4124,P,54.39
4125,Roupa 4125,GG,4442.56
4126,Roupa 4126,P,4127.2
4127,Roupa 4127,GG,876.26
4128,Roupa 4128,PP,3087.7
4129,Roupa 4129,G,201.4
4130,Roupa 4130,G,1874.57
4131,Roupa 4131,M,4399.61
4132,Roupa 4132,M,3393.09
4133,Roupa 4133,G,3224.59
4134,Roupa 4134,G,2850.87
4135,Roupa 4135,G,4853.75
4136,Roupa 4136,M,2032.16
4137,Roupa 4137,M,586.58
4138,Roupa 4138,GG,280.12
4139,Roupa 4139,G,4237.06
4140,Roupa 4140,M,402.4
4141,Roupa 4141,G,2419.1
4142,Roupa 4142,PP,1749.01
4143,Roupa 4143,GG,1934.85
4144,Roupa 4144,GG,3325.3
4145,Roupa 4145,G,813.42
4146,Roupa 4146,M,2657.93
4147,Roupa 4147,G,1383.48
4148,Roupa 4148,GG,3696.24
4149,Roupa 4149,PP,2034.54
4150,Roupa 4150,G,4866.1
4151,Roupa 4151,M,2128.64
4152,Roupa 4152,G,2516.85
4153,Roupa 4153,M,2383.58
4154,Roupa 4154,GG,2086.84
4155,Roupa 4155,P,1978.88
4156,Roupa 4156,G,1754.16
4157,Roupa 4157,P,4025.99
4158,Roupa 4158,GG,4673.65
4159,Roupa 4159,PP,1876.9
4160,Roupa 4160,GG,1127.16
4161,Roupa 4161,M,621.14
4162,Roupa 4162,G,2034.06
4163,Roupa 4163,M,2797.78
4164,Roupa 4164,P,1540.25
4165,Roupa 4165,P,735.23
4166,Roupa 4166,PP,3860.65
4167,Roupa 4167,GG,946.02
4168,Roupa 4168,P,3921.4
4169,Roupa 4169,M,3635.58
4170,Roupa 4170,GG,4039.42
4171,Roupa 4171,M,2869.52
4172,Roupa 4172,GG,4046.77
4173,Roupa 4173,P,2943.95
4174,Roupa 4174,G,4148.16
4175,Roupa 4175,M,1884.66
4176,Roupa 4176,P,4854.13
4177,Roupa 4177,M,4378.13
4178,Roupa 4178,M,4844.1
4179,Roupa 4179,PP,3058.2
4180,Roupa 4180,G,2140.44
4181,Roupa 4181,P,2785.04
4182,Roupa 4182,GG,1959.47
4183,Roupa 4183,M,1205.89
4184,Roupa 4184,P,237.63
4185,Roupa 4185,P,4797.21
4186,Roupa 4186,P,1608.6
4187,Roupa 4187,G,396.89
4188,Roupa 4188,PP,1271.72
4189,Roupa 4189,G,325.09
4190,Roupa 4190,P,1058.66
4191,Roupa 4191,M,3376.13
4192,Roupa 4192,M,2889.92
4193,Roupa 4193,M,1705.21
4194,Roupa 4194,GG,2502.01
4195,Roupa 4195,P,446.67
4196,Roupa 4196,PP,3330.93
4197,Roupa 4197,G,683.14
4198,Roupa 4198,PP,2900.18
4199,Roupa 4199,P,1573.97
4200,Roupa 4200,PP,3017.62
4201,Roupa 4201,M,1998.18
4202,Roupa 4202,P,583.88
4203,Roupa 4203,P,4303.86
4204,Roupa 4204,M,3374.88
4205,Roupa 4205,G,2774.98
4206,Roupa 4206,GG,4444.62
4207,Roupa 4207,PP,1285.08
4208,Roupa 4208,P,3135.55
4209,Roupa 4209,PP,4627.95
4210,Roupa 4210,P,4750.56
4211,Roupa 4211,GG,3401.59
4212,Roupa 4212,G,1208.58
4213,Roupa 4213,GG,4972.04
4214,Roupa 4214,GG,928.75
4215,Roupa 4215,M,1521.56
4216,Roupa 4216,P,894.6
4217,Roupa 4217,PP,2524.36
4218,Roupa 4218,PP,1025.21
4219,Roupa 4219,G,46.74
4220,Roupa 4220,M,1490.66
4221,Roupa 4221,G,3215.87
4222,Roupa 4222,M,3784.36
4223,Roupa 4223,P,2372.58
4224,Roupa 4224,G,89.79
4225,Roupa 4225,P,1899.34
4226,Roupa 4226,GG,2058.89
4227,Roupa 4227,M,258.08
4228,Roupa 4228,G,4400.35
4229,Roupa 4229,GG,1283.99
4230,Roupa 4230,G,374.82
4231,Roupa 4231,PP,4118.37
4232,Roupa 4232,P,4850.65
4233,Roupa 4233,G,3844.76
4234,Roupa 4234,P,4242.17
4235,Roupa 4235,G,4907.55
4236,Roupa 4236,PP,2902.05
4237,Roupa 4237,M,1918.07
4238,Roupa 4238,M,2238.16
4239,Roupa 4239,G,3595.28
4240,Roupa 4240,PP,917.02
4241,Roupa 4241,PP,2015.62
4242,Roupa 4242,P,3907.37
4243,Roupa 4243,P,4561.7
4244,Roupa 4244,M,4820.74
4245,Roupa 4245,P,578.63
4246,Roupa 4246,M,2018.13
4247,Roupa 4247,GG,642.08
4248,Roupa 4248,P,1330.85
4249,Roupa 4249,P,2826.4
4250,Roupa 4250,G,1856.69
4251,Roupa 4251,P,496.05
4252,Roupa 4252,GG,3639.91
4253,Roupa 4253,GG,1021.43
4254,Roupa 4254,P,3145.53
4255,Roupa 4255,P,3413.82
4256,Roupa 4256,M,4871.22
4257,Roupa 4257,G,4261.41
4258,Roupa 4258,GG,2509.85
4259,Roupa 4259,PP,1716.87
4260,Roupa 4260,M,3259.06
4261,Roupa 4261,P,1806.44
4262,Roupa 4262,G,3784.12
4263,Roupa 4263,G,4660.72
4264,Roupa 4264,PP,4546.14
4265,Roupa 4265,P,2142.3
4266,Roupa 4266,GG,107.99
4267,Roupa 4267,G,1466.49
4268,Roupa 4268,M,599.05
4269,Roupa 4269,PP,3444.52
4270,Roupa 4270,P,3481.7
4271,Roupa 4271,G,4798.11
4272,Roupa 4272,P,3780.87
4273,Roupa 4273,P,4674.29
4274,Roupa 4274,GG,1756.85
4275,Roupa 4275,M,3127.03
4276,Roupa 4276,M,2115.82
4277,Roupa 4277,G,4931.36
4278,Roupa 4278,M,245.93
4279,Roupa 4279,G,1848.77
4280,Roupa 4280,G,2785.51
4281,Roupa 4281,GG,2865.68
4282,Roupa 4282,G,2927.79
4283,Roupa 4283,G,3687.47
4284,Roupa 4284,PP,671.62
4285,Roupa 4285,M,591.86
4286,Roupa 4286,P,728.06
4287,Roupa 4287,GG,997.87
4288,Roupa 4288,M,3600.35
4289,Roupa 4289,P,4152.68
4290,Roupa 4290,PP,4144.21
4291,Roupa 4291,GG,376.13
4292,Roupa 4292,GG,1917.39
4293,Roupa 4293,M,4040.11
4294,Roupa 4294,PP,1898.18
4295,Roupa 4295,GG,1582.92
4296,Roupa 4296,PP,2772.36
4297,Roupa 4297,P,1225.86
4298,Roupa 4298,P,2650.49
4299,Roupa 4299,PP,1808.98
4300,Roupa 4300,M,1857.57
4301,Roupa 4301,PP,4107.41
4302,Roupa 4302,M,4850.78
4303,Roupa 4303,GG,363.68
4304,Roupa 4304,P,3463.2
4305,Roupa 4305,G,2980.93
4306,Roupa 4306,PP,1046.89
4307,Roupa 4307,M,485.27
4308,Roupa 4308,P,4014.45
4309,Roupa 4309,P,1046.87
4310,Roupa 4310,G,1539.24
4311,Roupa 4311,P,4726.88
4312,Roupa 4312,P,2162.76
4313,Roupa 4313,PP,1217.19
4314,Roupa 4314,GG,1780.32
4315,Roupa 4315,G,3564.04
4316,Roupa 4316,GG,3254.34
4317,Roupa 4317,G,4564.02
4318,Roupa 4318,G,4530.47
4319,Roupa 4319,GG,897.96
4320,Roupa 4320,GG,978.46
4321,Roupa 4321,M,3047.98
4322,Roupa 4322,PP,3991.11
4323,Roupa 4323,M,2873.39
4324,Roupa 4324,PP,377.65
4325,Roupa 4325,PP,2520.61
4326,Roupa 4326,M,1002.0
4327,Roupa 4327,G,935.87
4328,Roupa 4328,GG,4295.91
4329,Roupa 4329,GG,1301.45
4330,Roupa 4330,PP,4330.7
4331,Roupa 4331,P,1346.33
4332,Roupa 4332,P,1053.9
4333,Roupa 4333,PP,4258.05
4334,Roupa 4334,GG,4535.14
4335,Roupa 4335,GG,4421.06
4336,Roupa 4336,GG,4866.48
4337,Roupa 4337,PP,4916.97
4338,Roupa 4338,P,552.37
4339,Roupa 4339,P,2111.34
4340,Roupa 4340,PP,2155.27
4341,Roupa 4341,PP,989.09
4342,Roupa 4342,G,636.62
4343,Roupa 4343,GG,2049.43
4344,Roupa 4344,M,143.48
4345,Roupa 4345,P,4240.11
4346,Roupa 4346,P,4483.47
4347,Roupa 4347,PP,4298.29
4348,Roupa 4348,PP,3453.16
4349,Roupa 4349,PP,3545.9
4350,Roupa 4350,M,379.5
4351,Roupa 4351,GG,4925.36
4352,Roupa 4352,PP,4470.61
4353,Roupa 4353,G,985.06
4354,Roupa 4354,P,2433.88
4355,Roupa 4355,M,1919.12
4356,Roupa 4356,PP,1332.13
4357,Roupa 4357,M,245.43
4358,Roupa 4358,PP,4764.26
4359,Roupa 4359,P,51.18
4360,Roupa 4360,PP,183.15
4361,Roupa 4361,M,2216.22
4362,Roupa 4362,PP,2455.54
4363,Roupa 4363,PP,4883.54
4364,Roupa 4364,GG,368.36
4365,Roupa 4365,M,3436.98
4366,Roupa 4366,P,1709.62
4367,Roupa 4367,M,2108.87
4368,Roupa 4368,G,3163.15
4369,Roupa 4369,P,1603.4
4370,Roupa 4370,GG,552.11
4371,Roupa 4371,P,4502.65
4372,Roupa 4372,PP,1318.15
4373,Roupa 4373,M,1434.0
4374,Roupa 4374,P,1794.98
4375,Roupa 4375,G,4259.51
4376,Roupa 4376,PP,2938.3
4377,Roupa 4377,M,4830.83
4378,Roupa 4378,M,1802.75
4379,Roupa 4379,PP,2523.11
4380,Roupa 4380,G,3435.22
4381,Roupa 4381,G,4967.16
4382,Roupa 4382,M,3861.53
4383,Roupa 4383,GG,3441.17
4384,Roupa 4384,M,128.94
4385,Roupa 4385,G,3841.45
4386,Roupa 4386,GG,3360.29
4387,Roupa 4387,G,4591.93
4388,Roupa 4388,G,3820.75
4389,Roupa 4389,PP,4336.28
4390,Roupa 4390,M,698.2
4391,Roupa 4391,G,968.53
4392,Roupa 4392,M,2844.45
4393,Roupa 4393,P,4624.75
4394,Roupa 4394,P,520.29
4395,Roupa 4395,M,4314.67
4396,Roupa 4396,M,3005.75
4397,Roupa 4397,G,1277.87
4398,Roupa 4398,GG,4329.84
4399,Roupa 4399,P,131.65
4400,Roupa 4400,PP,2934.51
4401,Roupa 4401,GG,1216.15
4402,Roupa 4402,P,4518.76
4403,Roupa 4403,P,1689.44
4404,Roupa 4404,M,436.34
4405,Roupa 4405,PP,3717.33
4406,Roupa 4406,M,166.95
4407,Roupa 4407,G,3114.79
4408,Roupa 4408,GG,2073.1
4409,Roupa 4409,G,2696.01
4410,Roupa 4410,G,1410.36
4411,Roupa 4411,GG,4663.69
4412,Roupa 4412,P,2339.67
4413,Roupa 4413,P,2035.9
4414,Roupa 4414,PP,4029.84
4415,Roupa 4415,PP,4556.48
4416,Roupa 4416,G,2921.83
4417,Roupa 4417,GG,3457.67
4418,Roupa 4418,PP,3284.76
4419,Roupa 4419,GG,2300.62
4420,Roupa 4420,PP,1910.94
4421,Roupa 4421,M,189.76
4422,Roupa 4422,GG,1684.38
4423,Roupa 4423,GG,1286.21
4424,Roupa 4424,G,1176.24
4425,Roupa 4425,GG,3302.2
4426,Roupa 4426,M,2957.86
4427,Roupa 4427,PP,1813.7
4428,Roupa 4428,P,144.49
4429,Roupa 4429,GG,3057.78
4430,Roupa 4430,G,1025.33
4431,Roupa 4431,GG,3942.76
4432,Roupa 4432,M,3438.82
4433,Roupa 4433,PP,1904.56
4434,Roupa 4434,P,947.83
4435,Roupa 4435,GG,809.21
4436,Roupa 4436,G,3842.22
4437,Roupa 4437,G,2984.99
4438,Roupa 4438,P,516.0
4439,Roupa 4439,G,4471.08
4440,Roupa 4440,M,2953.77
4441,Roupa 4441,P,1532.33
4442,Roupa 4442,P,4618.89
4443,Roupa 4443,G,1606.18
4444,Roupa 4444,PP,4363.65
4445,Roupa 4445,P,3704.79
4446,Roupa 4446,M,3499.82
4447,Roupa 4447,G,2914.03
4448,Roupa 4448,PP,2396.75
4449,Roupa 4449,P,1831.71
4450,Roupa 4450,G,1783.21
4451,Roupa 4451,PP,1804.03
4452,Roupa 4452,G,2635.87
4453,Roupa 4453,PP,4322.46
4454,Roupa 4454,P,2998.46
4455,Roupa 4455,P,1383.85
4456,Roupa 4456,GG,4140.42
4457,Roupa 4457,P,3573.92
4458,Roupa 4458,G,3221.61
4459,Roupa 4459,PP,506.7
4460,Roupa 4460,PP,4387.2
4461,Roupa 4461,PP,852.56
4462,Roupa 4462,P,359.82
4463,Roupa 4463,GG,3829.64
4464,Roupa 4464,P,3999.62
4465,Roupa 4465,P,2251.88
4466,Roupa 4466,GG,1355.39
4467,Roupa 4467,PP,1234.96
4468,Roupa 4468,PP,3282.12
4469,Roupa 4469,GG,2943.22
4470,Roupa 4470,PP,2346.81
4471,Roupa 4471,GG,1116.59
4472,Roupa 4472,PP,4270.66
4473,Roupa 4473,PP,2275.63
4474,Roupa 4474,M,3099.58
4475,Roupa 4475,G,3290.96
4476,Roupa 4476,M,3201.65
4477,Roupa 4477,M,3287.3
4478,Roupa 4478,GG,775.2
4479,Roupa 4479,P,3178.52
4480,Roupa 4480,P,1403.05
4481,Roupa 4481,M,3551.94
4482,Roupa 4482,GG,1354.23
4483,Roupa 4483,PP,2113.29
4484,Roupa 4484,GG,4014.38
4485,Roupa 4485,P,2777.36
4486,Roupa 4486,M,1291.22
4487,Roupa 4487,M,2647.85
4488,Roupa 4488,P,4287.47
4489,Roupa 4489,P,4345.97
4490,Roupa 4490,GG,1018.76
4491,Roupa 4491,PP,2578.43
4492,Roupa 4492,M,935.42
4493,Roupa 4493,GG,812.51
4494,Roupa 4494,GG,87.28
4495,Roupa 4495,PP,594.87
4496,Roupa 4496,GG,2223.62
4497,Roupa 4497,G,4067.29
4498,Roupa 4498,PP,4451.78
4499,Roupa 4499,P,1465.58
4500,Roupa 4500,GG,1024.31
4501,Roupa 4501,GG,2616.49
4502,Roupa 4502,GG,4386.75
4503,Roupa 4503,P,2793.03
4504,Roupa 4504,G,4936.12
4505,Roupa 4505,PP,384.06
4506,Roupa 4506,M,4468.42
4507,Roupa 4507,GG,1124.46
4508,Roupa 4508,M,4688.6
4509,Roupa 4509,G,933.26
4510,Roupa 4510,GG,3075.45
4511,Roupa 4511,GG,3650.34
4512,Roupa 4512,G,1219.9
4513,Roupa 4513,G,1726.49
4514,Roupa 4514,G,2732.17
4515,Roupa 4515,G,4004.19
4516,Roupa 4516,P,1810.99
4517,Roupa 4517,PP,2890.17
4518,Roupa 4518,GG,3984.02
4519,Roupa 4519,G,502.61
4520,Roupa 4520,G,4106.98
4521,Roupa 4521,G,3533.91
4522,Roupa 4522,M,985.46
4523,Roupa 4523,PP,4392.88
4524,Roupa 4524,P,3021.53
4525,Roupa 4525,GG,4792.56
4526,Roupa 4526,GG,122.34
4527,Roupa 4527,P,1262.73
4528,Roupa 4528,PP,114.4
4529,Roupa 4529,PP,1591.9
4530,Roupa 4530,PP,3411.71
4531,Roupa 4531,G,441.63
4532,Roupa 4532,M,3852.14
4533,Roupa 4533,M,151.59
4534,Roupa 4534,P,2504.82
4535,Roupa 4535,PP,2659.62
4536,Roupa 4536,PP,4423.46
4537,Roupa 4537,PP,2491.46
4538,Roupa 4538,G,3224.41
4539,Roupa 4539,GG,832.23
4540,Roupa 4540,PP,2262.17
4541,Roupa 4541,M,1532.85
4542,Roupa 4542,M,3457.88
4543,Roupa 4543,PP,1890.05
4544,Roupa 4544,M,4747.92
4545,Roupa 4545,P,3630.16
4546,Roupa 4546,M,990.77
4547,Roupa 4547,P,3656.99
4548,Roupa 4548,PP,625.83
4549,Roupa 4549,P,116.89
4550,Roupa 4550,GG,202.11
4551,Roupa 4551,G,49.62
4552,Roupa 4552,GG,912.49
4553,Roupa 4553,P,4847.76
4554,Roupa 4554,P,2308.76
4555,Roupa 4555,G,474.87
4556,Roupa 4556,M,1009.98
4557,Roupa 4557,P,3920.53
4558,Roupa 4558,GG,572.32
4559,Roupa 4559,M,589.08
4560,Roupa 4560,G,1083.76
4561,Roupa 4561,GG,2010.24
4562,Roupa 4562,PP,2035.69
4563,Roupa 4563,GG,4275.52
4564,Roupa 4564,PP,3439.86
4565,Roupa 4565,M,1307.99
4566,Roupa 4566,M,881.48
4567,Roupa 4567,G,186.76
4568,Roupa 4568,P,310.71
4569,Roupa 4569,GG,3983.82
4570,Roupa 4570,PP,2368.42
4571,Roupa 4571,M,4620.35
4572,Roupa 4572,P,1632.79
4573,Roupa 4573,G,65.5
4574,Roupa 4574,P,4311.86
4575,Roupa 4575,P,1958.95
4576,Roupa 4576,M,679.1
4577,Roupa 4577,PP,1525.55
4578,Roupa 4578,P,4444.46
4579,Roupa 4579,PP,4946.39
4580,Roupa 4580,PP,187.93
4581,Roupa 4581,G,3357.33
4582,Roupa 4582,GG,4783.4
4583,Roupa 4583,M,649.21
4584,Roupa 4584,M,3315.75
4585,Roupa 4585,GG,1411.72
4586,Roupa 4586,GG,4990.64
4587,Roupa 4587,GG,1830.92
4588,Roupa 4588,P,4931.92
4589,Roupa 4589,PP,748.76
4590,Roupa 4590,PP,1314.03
4591,Roupa 4591,GG,412.85
4592,Roupa 4592,PP,3652.23
4593,Roupa 4593,G,1472.78
4594,Roupa 4594,M,2446.74
4595,Roupa 4595,M,320.69
4596,Roupa 4596,GG,4580.38
4597,Roupa 4597,M,4276.01
4598,Roupa 4598,GG,2183.58
4599,Roupa 4599,PP,3342.76
4600,Roupa 4600,PP,4596.31
4601,Roupa 4601,P,2367.14
4602,Roupa 4602,GG,3286.77
4603,Roupa 4603,GG,1656.64
4604,Roupa 4604,G,422.39
4605,Roupa 4605,G,1145.86
4606,Roupa 4606,P,694.4
4607,Roupa 4607,M,1651.12
4608,Roupa 4608,P,22.56
4609,Roupa 4609,G,2817.62
4610,Roupa 4610,P,1988.33
4611,Roupa 4611,M,1456.79
4612,Roupa 4612,P,153.78
4613,Roupa 4613,G,858.81
4614,Roupa 4614,M,945.02
4615,Roupa 4615,G,4548.93
4616,Roupa 4616,PP,1933.74
4617,Roupa 4617,PP,2935.15
4618,Roupa 4618,P,4149.13
4619,Roupa 4619,PP,694.96
4620,Roupa 4620,GG,1943.9
4621,Roupa 4621,GG,1491.88
4622,Roupa 4622,M,531.51
4623,Roupa 4623,PP,1446.64
4624,Roupa 4624,GG,4222.77
4625,Roupa 4625,M,3306.69
4626,Roupa 4626,GG,577.16
4627,Roupa 4627,PP,2252.64
4628,Roupa 4628,PP,3415.12
4629,Roupa 4629,G,639.15
4630,Roupa 4630,P,170.74
4631,Roupa 4631,PP,965.4
4632,Roupa 4632,P,4275.43
4633,Roupa 4633,M,250.53
4634,Roupa 4634,M,4863.15
4635,Roupa 4635,P,3878.2
4636,Roupa 4636,M,4838.83
4637,Roupa 4637,GG,72.2
4638,Roupa 4638,PP,4431.12
4639,Roupa 4639,GG,2636.36
4640,Roupa 4640,GG,4083.62
4641,Roupa 4641,GG,2971.66
4642,Roupa 4642,GG,2113.5
4643,Roupa 4643,PP,3257.21
4644,Roupa 4644,M,848.4
4645,Roupa 4645,M,4794.9
4646,Roupa 4646,P,531.27
4647,Roupa 4647,M,4290.54
4648,Roupa 4648,P,2911.62
4649,Roupa 4649,P,4145.05
4650,Roupa 4650,PP,1134.38
4651,Roupa 4651,M,3644.53
4652,Roupa 4652,P,1987.08
4653,Roupa 4653,M,2676.9
4654,Roupa 4654,G,1809.83
4655,Roupa 4655,PP,4930.89
4656,Roupa 4656,M,3044.58
4657,Roupa 4657,GG,1579.84
4658,Roupa 4658,P,3786.48
4659,Roupa 4659,GG,3231.22
4660,Roupa 4660,G,4212.98
4661,Roupa 4661,GG,2803.53
4662,Roupa 4662,PP,1542.89
4663,Roupa 4663,M,2093.12
4664,Roupa 4664,G,2121.21
4665,Roupa 4665,GG,375.24
4666,Roupa 4666,GG,1324.39
4667,Roupa 4667,GG,4052.63
4668,Roupa 4668,PP,2832.51
4669,Roupa 4669,P,1364.12
4670,Roupa 4670,G,3719.85
4671,Roupa 4671,PP,805.0
4672,Roupa 4672,M,69.19
4673,Roupa 4673,GG,1761.87
4674,Roupa 4674,PP,1382.24
4675,Roupa 4675,G,3683.44
4676,Roupa 4676,P,3311.24
4677,Roupa 4677,PP,1492.75
4678,Roupa 4678,M,3469.38
4679,Roupa 4679,GG,2703.67
4680,Roupa 4680,G,1172.79
4681,Roupa 4681,P,2387.17
4682,Roupa 4682,M,1483.04
4683,Roupa 4683,M,4838.96
4684,Roupa 4684,GG,4360.61
4685,Roupa 4685,PP,1385.91
4686,Roupa 4686,GG,3121.37
4687,Roupa 4687,P,4713.58
4688,Roupa 4688,G,2275.32
4689,Roupa 4689,M,555.96
4690,Roupa 4690,PP,4509.84
4691,Roupa 4691,PP,1893.77
4692,Roupa 4692,M,186.33
4693,Roupa 4693,GG,2139.32
4694,Roupa 4694,GG,4416.87
4695,Roupa 4695,PP,4799.94
4696,Roupa 4696,P,4385.94
4697,Roupa 4697,PP,3194.29
4698,Roupa 4698,G,721.93
4699,Roupa 4699,M,4248.33
4700,Roupa 4700,M,2756.12
4701,Roupa 4701,P,1458.18
4702,Roupa 4702,G,3330.83
4703,Roupa 4703,P,1280.87
4704,Roupa 4704,PP,4893.74
4705,Roupa 4705,GG,1861.82
4706,Roupa 4706,GG,785.6
4707,Roupa 4707,G,4233.59
4708,Roupa 4708,PP,4652.99
4709,Roupa 4709,PP,3131.27
4710,Roupa 4710,PP,3317.03
4711,Roupa 4711,G,378.74
4712,Roupa 4712,G,1680.0
4713,Roupa 4713,G,2111.02
4714,Roupa 4714,P,664.35
4715,Roupa 4715,G,4757.34
4716,Roupa 4716,G,4638.35
